,Place,Points,Name,PDGA#,Rating,Par,Rd1,Unnamed: 7,Rd2,Unnamed: 9,Rd3,Unnamed: 11,Finals,Unnamed: 13,Total,Prize,event,Rd4,Unnamed: 4,Unnamed: 6,Unnamed: 8,Semis,Unnamed: 10,Unnamed: 12,Prize (USD),Rd5,Rd6,Unnamed: 14,Rd7,Unnamed: 16,Rd8,Unnamed: 18,Unnamed: 20,Unnamed: 22,Unnamed: 5,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 24
95,95,260.0,Jesse Ginthum,49975.0,991.0,+4,66,1001.0,68.0,988.0,71.0,968.0,,,205,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
96,95,260.0,Brandon Brown,87673.0,1008.0,+4,68,988.0,67.0,994.0,70.0,975.0,,,205,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
97,95,260.0,Trevor Harbolt,26860.0,1003.0,+4,71,968.0,65.0,1007.0,69.0,981.0,,,205,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
98,95,260.0,Nicholas Long,24469.0,984.0,+4,63,1020.0,70.0,975.0,72.0,962.0,,,205,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
99,100,210.0,Lance Brown,58644.0,995.0,+5,75,942.0,65.0,1007.0,66.0,1001.0,,,206,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
100,101,200.0,Seth Talbott,114877.0,1009.0,+7,63,1020.0,69.0,981.0,76.0,936.0,,,208,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
101,101,200.0,Sean Goddard,86949.0,1009.0,+7,71,968.0,68.0,988.0,69.0,981.0,,,208,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
102,103,180.0,Bryan Gort,41920.0,980.0,+8,68,988.0,67.0,994.0,74.0,949.0,,,209,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
103,103,180.0,Phill Diloné,70955.0,987.0,+8,71,968.0,66.0,1001.0,72.0,962.0,,,209,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
104,105,160.0,Taylor Brooks,103209.0,980.0,+9,73,955.0,65.0,1007.0,72.0,962.0,,,210,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
105,106,150.0,Ian Hamilton,97422.0,996.0,+10,70,975.0,70.0,975.0,71.0,968.0,,,211,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
106,106,150.0,Levi Hancock,103050.0,998.0,+10,67,994.0,69.0,981.0,75.0,942.0,,,211,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
107,108,130.0,Michael Hoffman,46997.0,990.0,+11,71,968.0,71.0,968.0,70.0,975.0,,,212,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
108,108,130.0,CJ King,37832.0,993.0,+11,63,1020.0,76.0,936.0,73.0,955.0,,,212,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
109,110,110.0,Henry Manahan,62886.0,1003.0,+12,69,981.0,70.0,975.0,74.0,949.0,,,213,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
110,111,100.0,Noah Osborne,77277.0,1006.0,+13,68,988.0,64.0,1014.0,82.0,897.0,,,214,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
111,111,100.0,Clint Burner,58157.0,981.0,+13,69,981.0,73.0,955.0,72.0,962.0,,,214,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
112,113,80.0,Joey Temali,100818.0,989.0,+14,75,942.0,68.0,988.0,72.0,962.0,,,215,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
113,114,70.0,William Freed,72824.0,976.0,+18,74,949.0,66.0,1001.0,79.0,916.0,,,219,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
114,115,60.0,Kevin Mosteller,100747.0,966.0,+25,77,929.0,68.0,988.0,81.0,904.0,,,226,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
115,116,50.0,Kyle Griffin,67149.0,992.0,+26,75,942.0,73.0,955.0,79.0,916.0,,,227,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
116,116,50.0,Colin Wise,54793.0,960.0,+26,74,949.0,75.0,942.0,78.0,923.0,,,227,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
117,118,0.0,Philip Bartholomew,45441.0,1004.0,,70,975.0,72.0,962.0,999.0,,,,DNF,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
118,119,0.0,AJ Carey,61770.0,1009.0,,62,1027.0,999.0,,,,,,DNF,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
119,119,0.0,Kennan Johnson,77936.0,983.0,,69,981.0,999.0,,,,,,DNF,,Idlewild Open,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1670.0,Calvin Heimburg,45971.0,1049.0,-17,54,1070.0,61.0,1062.0,67.0,1034.0,,,182,"$8,250",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1670.0,Richard Wysocki,38008.0,1053.0,-17,52,1084.0,65.0,1043.0,65.0,1043.0,,,182,"$8,250",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1650.0,Eagle Wynne McMahon,37817.0,1053.0,-16,55,1064.0,64.0,1048.0,64.0,1048.0,,,183,"$5,000",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1640.0,Andrew Marwede,75590.0,1024.0,-14,55,1064.0,64.0,1048.0,66.0,1039.0,,,185,"$3,550",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1640.0,Drew Gibson,48346.0,1034.0,-14,52,1084.0,64.0,1048.0,69.0,1025.0,,,185,"$3,550",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1620.0,Kyle Klein,85132.0,1035.0,-13,55,1064.0,71.0,1015.0,60.0,1067.0,,,186,"$2,850",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1610.0,Chris Dickerson,62467.0,1046.0,-12,53,1077.0,69.0,1025.0,65.0,1043.0,,,187,"$2,425",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1610.0,Cole Redalen,79748.0,1014.0,-12,53,1077.0,66.0,1039.0,68.0,1029.0,,,187,"$2,425",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1590.0,Nikko Locastro,11534.0,1031.0,-11,57,1050.0,66.0,1039.0,65.0,1043.0,,,188,"$2,100",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1580.0,Matthew Orum,18330.0,1036.0,-9,59,1036.0,65.0,1043.0,66.0,1039.0,,,190,"$1,950",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1570.0,Nathan Sexton,18824.0,1040.0,-8,59,1036.0,69.0,1025.0,63.0,1053.0,,,191,"$1,850",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
11,12,1560.0,Kevin Jones,41760.0,1038.0,-7,62,1015.0,63.0,1053.0,67.0,1034.0,,,192,"$1,650",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
12,12,1560.0,Bradley Williams,31644.0,1024.0,-7,57,1050.0,66.0,1039.0,69.0,1025.0,,,192,"$1,650",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
13,14,1540.0,Cale Leiviska,24341.0,1035.0,-6,60,1029.0,69.0,1025.0,64.0,1048.0,,,193,"$1,467",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
14,14,1540.0,Isaac Robinson,50670.0,1029.0,-6,56,1057.0,72.0,1011.0,65.0,1043.0,,,193,"$1,467",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
15,14,1540.0,Joel Freeman,69509.0,1030.0,-6,58,1043.0,64.0,1048.0,71.0,1015.0,,,193,"$1,467",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
16,17,1510.0,Mason Ford,72844.0,1029.0,-5,60,1029.0,69.0,1025.0,65.0,1043.0,,,194,"$1,325",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1500.0,Chris Clemons,50401.0,1025.0,-4,57,1050.0,74.0,1001.0,64.0,1048.0,,,195,"$1,225",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1500.0,Paul McBeth,27523.0,1052.0,-4,53,1077.0,72.0,1011.0,70.0,1020.0,,,195,"$1,225",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
19,18,1500.0,Casey White,81739.0,1016.0,-4,58,1043.0,72.0,1011.0,65.0,1043.0,,,195,"$1,225",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
20,21,1470.0,Matt Bell,48950.0,1021.0,-3,60,1029.0,68.0,1029.0,68.0,1029.0,,,196,"$1,150",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
21,22,1460.0,Austin Hannum,68835.0,1019.0,-2,56,1057.0,76.0,992.0,65.0,1043.0,,,197,"$1,050",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
22,22,1460.0,Emerson Keith,47472.0,1026.0,-2,56,1057.0,66.0,1039.0,75.0,997.0,,,197,"$1,050",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
23,22,1460.0,Garrett Gurthie,13864.0,1028.0,-2,61,1022.0,66.0,1039.0,70.0,1020.0,,,197,"$1,050",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
24,22,1460.0,Jeremy Koling,33705.0,1027.0,-2,62,1015.0,67.0,1034.0,68.0,1029.0,,,197,"$1,050",Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
25,26,1420.0,Nathan Queen,68286.0,1026.0,-1,61,1022.0,67.0,1034.0,70.0,1020.0,,,198,$947,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
26,26,1420.0,Terry Rothlisberger,57493.0,1017.0,-1,62,1015.0,66.0,1039.0,70.0,1020.0,,,198,$947,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
27,26,1420.0,Anthony Barela,44382.0,1032.0,-1,63,1008.0,70.0,1020.0,65.0,1043.0,,,198,$947,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
28,29,1390.0,Alden Harris,98091.0,1019.0,E,58,1043.0,65.0,1043.0,76.0,992.0,,,199,$890,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
29,29,1390.0,Andrew Presnell,63765.0,1028.0,E,58,1043.0,70.0,1020.0,71.0,1015.0,,,199,$890,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
30,31,1370.0,Ezra Aderhold,121715.0,1023.0,+1,58,1043.0,72.0,1011.0,70.0,1020.0,,,200,$840,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1370.0,Gavin Babcock,80331.0,1005.0,+1,61,1022.0,72.0,1011.0,67.0,1034.0,,,200,$840,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
32,31,1370.0,James Conrad,17295.0,1036.0,+1,62,1015.0,68.0,1029.0,70.0,1020.0,,,200,$840,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1340.0,Zach Melton,38631.0,1011.0,+2,62,1015.0,68.0,1029.0,71.0,1015.0,,,201,$790,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
34,34,1340.0,Dan Schlitter,80219.0,1006.0,+2,65,994.0,68.0,1029.0,68.0,1029.0,,,201,$790,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
35,36,1320.0,Jordan Castro,49431.0,1016.0,+3,59,1036.0,72.0,1011.0,71.0,1015.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
36,36,1320.0,Zackeriath Johnson,50312.0,1018.0,+3,60,1029.0,73.0,1006.0,69.0,1025.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
37,36,1320.0,Gavin Rathbun,60436.0,1024.0,+3,61,1022.0,71.0,1015.0,70.0,1020.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
38,36,1320.0,Andrew Fish,58320.0,1028.0,+3,61,1022.0,66.0,1039.0,75.0,997.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
39,36,1320.0,Gregg Barsby,15857.0,1025.0,+3,58,1043.0,70.0,1020.0,74.0,1001.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
40,36,1320.0,Alex Russell,66362.0,1019.0,+3,59,1036.0,72.0,1011.0,71.0,1015.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
41,36,1320.0,Edward Ward,62387.0,1000.0,+3,59,1036.0,74.0,1001.0,69.0,1025.0,,,202,$724,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
42,43,1250.0,Kennan Johnson,77936.0,976.0,+4,58,1043.0,76.0,992.0,69.0,1025.0,,,203,$655,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1250.0,Raven Newsom,88212.0,1017.0,+4,62,1015.0,71.0,1015.0,70.0,1020.0,,,203,$655,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
44,43,1250.0,Trey Gleim,100011.0,995.0,+4,59,1036.0,75.0,997.0,69.0,1025.0,,,203,$655,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
45,43,1250.0,Justin Rosak,98161.0,995.0,+4,58,1043.0,71.0,1015.0,74.0,1001.0,,,203,$655,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
46,47,1210.0,Chandler Fry,25541.0,1024.0,+5,61,1022.0,69.0,1025.0,74.0,1001.0,,,204,$615,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
47,47,1210.0,Ian Hamilton,97422.0,992.0,+5,67,980.0,67.0,1034.0,70.0,1020.0,,,204,$615,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
48,47,1210.0,Matt Hammersten,81781.0,1024.0,+5,63,1008.0,71.0,1015.0,70.0,1020.0,,,204,$615,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
49,47,1210.0,Danny Beauchamp,76153.0,1000.0,+5,63,1008.0,69.0,1025.0,72.0,1011.0,,,204,$615,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
50,51,1170.0,Colten Montgomery,35876.0,1019.0,+6,61,1022.0,73.0,1006.0,71.0,1015.0,,,205,$585,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
51,51,1170.0,Tristan Tanner,99053.0,999.0,+6,59,1036.0,78.0,983.0,68.0,1029.0,,,205,$585,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
52,51,1170.0,Gannon Buhr,75412.0,1022.0,+6,58,1043.0,74.0,1001.0,73.0,1006.0,,,205,$585,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
53,54,1140.0,Adam Hammes,57365.0,1040.0,+7,64,1001.0,73.0,1006.0,69.0,1025.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
54,54,1140.0,Luke Humphries,69424.0,1013.0,+7,58,1043.0,73.0,1006.0,75.0,997.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
55,54,1140.0,Thomas Gilbert,85850.0,1022.0,+7,61,1022.0,72.0,1011.0,73.0,1006.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
56,54,1140.0,Kyle Moriarty,50920.0,1011.0,+7,62,1015.0,69.0,1025.0,75.0,997.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
57,54,1140.0,Henry Manahan,62886.0,1000.0,+7,61,1022.0,75.0,997.0,70.0,1020.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
58,54,1140.0,Zach Arlinghaus,65266.0,999.0,+7,62,1015.0,72.0,1011.0,72.0,1011.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
59,54,1140.0,James Proctor,34250.0,1042.0,+7,64,1001.0,71.0,1015.0,71.0,1015.0,,,206,$547,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
60,61,1070.0,Thomas Earhart,54106.0,1012.0,+8,60,1029.0,76.0,992.0,71.0,1015.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1070.0,Nick Schultz,47589.0,993.0,+8,64,1001.0,72.0,1011.0,71.0,1015.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
62,61,1070.0,Cameron Colglazier,47407.0,1027.0,+8,64,1001.0,71.0,1015.0,72.0,1011.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
63,61,1070.0,Jonathan Propalis,55926.0,990.0,+8,64,1001.0,74.0,1001.0,69.0,1025.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
64,61,1070.0,Sam Drummond,100689.0,999.0,+8,63,1008.0,68.0,1029.0,76.0,992.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
65,61,1070.0,Zack Finwall,89111.0,980.0,+8,63,1008.0,70.0,1020.0,74.0,1001.0,,,207,$508,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
66,67,1010.0,Eric Oakley,53565.0,1019.0,+9,70,960.0,68.0,1029.0,70.0,1020.0,,,208,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1010.0,Nate Perkins,65737.0,1008.0,+9,59,1036.0,70.0,1020.0,79.0,978.0,,,208,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
68,67,1010.0,Benjamin Page,74914.0,1001.0,+9,64,1001.0,70.0,1020.0,74.0,1001.0,,,208,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
69,67,1010.0,Rich Klein III,40067.0,995.0,+9,65,994.0,69.0,1025.0,74.0,1001.0,,,208,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
70,67,1010.0,Matt Polson,87738.0,992.0,+9,60,1029.0,80.0,973.0,68.0,1029.0,,,208,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
71,72,960.0,Benjamin Callaway,39015.0,1020.0,+10,61,1022.0,73.0,1006.0,75.0,997.0,,,209,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
72,72,960.0,Luke Samson,59419.0,1003.0,+10,63,1008.0,74.0,1001.0,72.0,1011.0,,,209,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
73,72,960.0,Blake Thomas,68979.0,986.0,+10,61,1022.0,71.0,1015.0,77.0,987.0,,,209,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
74,72,960.0,Charles Behrhorst,42202.0,1003.0,+10,61,1022.0,73.0,1006.0,75.0,997.0,,,209,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
75,72,960.0,Benjamin Fulford,114761.0,996.0,+10,65,994.0,74.0,1001.0,70.0,1020.0,,,209,$500,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
76,77,910.0,Paul Ulibarri,27171.0,1030.0,+11,63,1008.0,80.0,973.0,67.0,1034.0,,,210,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
77,77,910.0,Garett Everson,98164.0,1003.0,+11,56,1057.0,75.0,997.0,79.0,978.0,,,210,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
78,79,890.0,AJ Carey,61770.0,1008.0,+12,65,994.0,72.0,1011.0,74.0,1001.0,,,211,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
79,79,890.0,Jonathan Nicholson,101390.0,1011.0,+12,60,1029.0,76.0,992.0,75.0,997.0,,,211,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
80,79,890.0,Dylan Horst,32599.0,993.0,+12,67,980.0,73.0,1006.0,71.0,1015.0,,,211,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
81,79,890.0,Clayton Lawson,69229.0,998.0,+12,63,1008.0,77.0,987.0,71.0,1015.0,,,211,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
82,79,890.0,Jonathan Fletcher,65940.0,986.0,+12,65,994.0,69.0,1025.0,77.0,987.0,,,211,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
83,84,840.0,Seth Talbott,114877.0,1008.0,+13,67,980.0,72.0,1011.0,73.0,1006.0,,,212,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
84,84,840.0,Ezra Robinson,50671.0,1025.0,+13,63,1008.0,77.0,987.0,72.0,1011.0,,,212,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
85,84,840.0,Garry Patton,49643.0,1006.0,+13,64,1001.0,71.0,1015.0,77.0,987.0,,,212,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
86,84,840.0,Tyler Schrock,71872.0,998.0,+13,61,1022.0,74.0,1001.0,77.0,987.0,,,212,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
87,84,840.0,Noah Fiveash,99153.0,990.0,+13,59,1036.0,80.0,973.0,73.0,1006.0,,,212,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
88,89,790.0,Philip Bartholomew,45441.0,1005.0,+14,63,1008.0,78.0,983.0,72.0,1011.0,,,213,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
89,89,790.0,Jared Johnson,41980.0,998.0,+14,63,1008.0,73.0,1006.0,77.0,987.0,,,213,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
90,89,790.0,Nicholas Gill,33838.0,986.0,+14,63,1008.0,75.0,997.0,75.0,997.0,,,213,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
91,92,760.0,Aaron Gossage,35449.0,1018.0,+15,72,946.0,65.0,1043.0,77.0,987.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
92,92,760.0,Daniel Brooks-Wells,79228.0,1007.0,+15,66,987.0,73.0,1006.0,75.0,997.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
93,92,760.0,Jake Lauber,44782.0,1002.0,+15,73,939.0,73.0,1006.0,68.0,1029.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
94,92,760.0,Elijah Bickel,94844.0,1019.0,+15,65,994.0,70.0,1020.0,79.0,978.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
95,92,760.0,Joshua Anthon,17946.0,1031.0,+15,58,1043.0,73.0,1006.0,83.0,959.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
96,92,760.0,Dustin Keegan,35187.0,1015.0,+15,65,994.0,73.0,1006.0,76.0,992.0,,,214,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
97,98,700.0,Eric Shomo,121414.0,999.0,+16,67,980.0,75.0,997.0,73.0,1006.0,,,215,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
98,98,700.0,Sam Lee,78519.0,1000.0,+16,65,994.0,79.0,978.0,71.0,1015.0,,,215,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
99,98,700.0,Phill Diloné,70955.0,989.0,+16,64,1001.0,73.0,1006.0,78.0,983.0,,,215,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
100,101,670.0,Brian Earhart,45879.0,1008.0,+17,63,1008.0,79.0,978.0,74.0,1001.0,,,216,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
101,101,670.0,George Beno,49225.0,987.0,+17,63,1008.0,73.0,1006.0,80.0,973.0,,,216,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
102,101,670.0,John Jones,43834.0,999.0,+17,64,1001.0,73.0,1006.0,79.0,978.0,,,216,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
103,101,670.0,Noah Meintsma,56555.0,1016.0,+17,63,1008.0,77.0,987.0,76.0,992.0,,,216,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
104,101,670.0,Vincent Polidori,81039.0,1008.0,+17,73,939.0,72.0,1011.0,71.0,1015.0,,,216,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
105,106,620.0,Alan Wagner,28550.0,1005.0,+18,64,1001.0,75.0,997.0,78.0,983.0,,,217,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
106,106,620.0,Connor O'Reilly,99648.0,1014.0,+18,64,1001.0,77.0,987.0,76.0,992.0,,,217,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
107,106,620.0,Joey Temali,100818.0,989.0,+18,62,1015.0,78.0,983.0,77.0,987.0,,,217,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
108,106,620.0,Collin Thompson,107074.0,984.0,+18,63,1008.0,78.0,983.0,76.0,992.0,,,217,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
109,110,580.0,Trevor Harbolt,26860.0,1005.0,+19,65,994.0,73.0,1006.0,80.0,973.0,,,218,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
110,110,580.0,Frank Smith,99092.0,979.0,+19,66,987.0,76.0,992.0,76.0,992.0,,,218,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
111,112,560.0,Quintin Becker,69961.0,990.0,+21,61,1022.0,81.0,969.0,78.0,983.0,,,220,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
112,112,560.0,John Pallister,62644.0,980.0,+21,67,980.0,81.0,969.0,72.0,1011.0,,,220,,Discraft Ledgestone Insurance Open,,,,,,,,,,,,,,,,,,,,,,,,
